company,week_start,orders,canceled,total_qty,gmv_idr,cod_orders,jubelio_shipment_orders,orders_shopee,orders_tokopedia,orders_lazada,orders_other
Company_G,2024-04-15,7285,138,8810,1107022263,2713,0,5263,1681,310,31
Company_G,2024-04-22,11188,186,14010,1507681277,3557,0,8899,1915,351,23
Company_G,2024-04-29,15171,168,19139,1937206236,4207,0,12750,2027,367,27
Company_G,2024-05-06,7496,72,9176,1099720377,2314,0,6199,945,331,21
Company_G,2024-05-13,8462,104,10925,1343969459,2483,0,6900,1324,227,11
Company_G,2024-05-20,8409,110,10122,1208333759,2383,0,6815,1263,308,23
Company_G,2024-05-27,6693,93,8311,1054301799,1828,0,5258,1184,240,11
Company_G,2024-06-03,11493,125,14351,1661630801,2809,0,9681,1300,490,22
Company_G,2024-06-10,6044,75,7755,946996927,1328,0,4751,993,296,4
Company_G,2024-06-17,5157,71,6405,807835579,1133,0,4021,901,233,2
Company_G,2024-06-24,7296,98,9003,1104779856,1527,0,5516,1234,534,12
Company_G,2024-07-01,8278,191,10642,1305568806,1455,0,6389,1427,447,15
Company_G,2024-07-08,6820,97,9431,1077392962,1452,0,5062,1300,447,11
Company_G,2024-07-15,5823,86,7595,898732506,1350,0,4416,1066,325,16
Company_G,2024-07-22,8376,113,11192,1211060239,1820,0,6102,1661,586,27
Company_G,2024-07-29,8146,88,10220,1174741043,1636,0,6101,1530,460,55
Company_G,2024-08-05,11275,69,14728,1646006742,1963,0,9341,1367,542,25
Company_G,2024-08-12,6451,51,8432,1002302455,1238,0,5230,879,320,22
Company_G,2024-08-19,6927,68,9009,1077390302,1482,0,5159,1346,390,32
Company_G,2024-08-26,8732,87,10928,1300738541,1872,0,6483,1731,483,35
Company_G,2024-09-02,7727,87,9811,1167005520,1555,0,5964,1429,297,37
Company_G,2024-09-09,9113,88,11489,1236553974,1938,0,7263,1369,446,35
Company_G,2024-09-16,5074,52,6497,788465742,1111,0,3919,872,255,28
Company_G,2024-09-23,8330,99,10374,1183664289,1701,0,6467,1501,325,37
Company_G,2024-09-30,10454,107,13096,1368786975,1696,0,8526,1505,352,71
Company_G,2024-10-07,14145,136,18638,1814135308,2762,0,10619,2145,1299,82
Company_G,2024-10-14,7883,93,10362,1101752586,1847,0,5791,1235,797,60
Company_G,2024-10-21,9269,114,11914,1274057280,2039,0,6998,1570,659,42
Company_G,2024-10-28,8975,84,11527,1273311390,1916,0,6860,1552,510,53
Company_G,2024-11-04,10767,123,14565,1411632664,2286,0,6943,1732,2014,78
Company_G,2024-11-11,18361,136,25864,2326629005,2947,0,16241,1463,598,59
Company_G,2024-11-18,6620,111,10062,1020536284,1705,0,5020,1244,309,47
Company_G,2024-11-25,9553,177,13092,1360922397,2289,0,7557,1636,313,47
Company_G,2024-12-02,8447,219,12313,1331569484,2042,0,6295,1814,281,57
Company_G,2024-12-09,14865,280,21677,2222080558,3601,0,12094,2197,532,42
Company_G,2024-12-16,7225,239,10032,1073314858,1959,0,5388,1509,298,30
Company_G,2024-12-23,9440,164,12794,1311236712,2088,0,7991,1091,325,33
Company_G,2024-12-30,8754,103,12484,1259853096,2001,0,7376,935,433,10
Company_G,2025-01-06,6738,62,10714,937331204,1420,0,5819,620,281,18
Company_G,2025-01-13,6713,163,9413,1017358373,1642,0,5413,961,319,20
Company_G,2025-01-20,8016,171,10565,1155921352,1867,0,6781,938,266,31
Company_G,2025-01-27,12638,275,18168,1985743504,2713,0,10711,1617,269,41
Company_G,2025-02-03,7577,261,9908,1214046476,1900,0,5590,1463,335,189
Company_G,2025-02-10,8424,222,11327,1398309250,2169,0,6332,1655,275,162
Company_G,2025-02-17,10201,286,13922,1786635568,2996,0,7709,2109,369,14
Company_G,2025-02-24,43988,771,59151,7085248847,10099,0,38231,5028,703,26
Company_G,2025-03-03,74566,1705,99006,12374095227,19993,0,61011,11540,1982,33
Company_G,2025-03-10,98830,2383,127394,15858733583,27298,0,78572,18097,2110,51
Company_G,2025-03-17,106006,2927,135186,16532447597,29583,0,79229,23305,3402,70
Company_G,2025-03-24,35195,1147,43481,4995460369,9164,0,27190,6853,1094,58
Company_G,2025-03-31,7406,329,9028,1121173765,2225,0,5362,1745,282,17
Company_G,2025-04-07,5024,146,5921,803369873,1354,0,3795,1094,114,21
Company_G,2025-04-14,5250,135,6577,817481040,1439,0,4093,1024,118,15
Company_G,2025-04-21,6404,183,7789,991558078,1589,0,5114,1091,153,46
Company_G,2025-04-28,7019,244,8366,1089928852,1804,0,5531,1324,127,37
Company_G,2025-05-05,5977,190,7332,938440326,1634,0,4753,988,175,61
Company_G,2025-05-12,5281,134,6704,877288641,1578,0,4254,877,124,26
Company_G,2025-05-19,7401,182,9158,1143006881,2072,0,5997,1242,128,34
Company_G,2025-05-26,7597,202,9237,1127719964,2303,0,6152,1269,156,20
Company_G,2025-06-02,8975,245,11541,1359892305,2635,0,7344,1396,201,34
Company_G,2025-06-09,6173,178,7503,963242477,1706,0,5036,995,111,31
Company_G,2025-06-16,6150,118,7505,965609588,1818,0,5365,664,99,22
Company_G,2025-06-23,6751,178,8511,1110333551,1744,0,5839,758,118,36
Company_G,2025-06-30,6799,147,8649,1106056157,1604,0,5794,851,130,24
Company_G,2025-07-07,6021,120,7557,959611856,1483,0,5121,726,149,25
Company_G,2025-07-14,4469,149,5643,703742878,1168,0,3683,639,113,34
Company_G,2025-07-21,4790,174,6131,753156759,1183,0,3956,673,135,26
Company_G,2025-07-28,4489,194,5731,696465072,1100,0,3369,944,113,63
Company_G,2025-08-04,6817,202,8971,1053290371,1532,0,5348,1193,229,47
Company_G,2025-08-11,5730,163,7261,863435381,1484,0,4233,1323,150,24
Company_G,2025-08-18,5989,177,7696,918560964,1831,0,3809,1920,223,37
Company_G,2025-08-25,9128,229,11204,1324430718,2709,0,5457,3287,333,51
Company_G,2025-09-01,9289,6012,12865,1173711810,2284,0,6676,2389,185,39
Company_G,2025-09-08,9762,255,12368,1419338706,2884,0,6701,2621,389,51
Company_G,2025-09-15,7632,192,9508,1172976514,2716,0,4625,2726,203,78
Company_G,2025-09-22,11847,225,15146,1784167710,3411,0,8023,3385,367,72
Company_G,2025-09-29,7221,282,9259,1134669277,2210,0,4921,2098,159,43
Company_G,2025-10-06,8990,307,11763,1332834262,2566,0,6956,1778,218,38
Company_G,2025-10-13,5519,161,6955,836419707,1628,0,4560,771,149,39
Company_G,2025-10-20,7068,136,9181,1122115528,2105,0,5737,1082,155,94
Company_G,2025-10-27,7441,196,9315,1154161207,2333,0,5315,1815,146,165
Company_G,2025-11-03,8315,200,10140,1252742540,2791,0,5767,2291,103,154
Company_G,2025-11-10,11425,232,15351,1744012085,3191,0,8247,2739,385,54
Company_G,2025-11-17,9023,227,11703,1383936310,2854,0,6045,2790,120,68
Company_G,2025-11-24,12963,276,16667,1932435878,3497,0,9897,2790,233,43
Company_G,2025-12-01,11521,488,14304,1734123092,3463,0,7786,3506,167,62
Company_G,2025-12-08,19262,583,25745,2892328124,5555,0,14657,4168,416,21
Company_G,2025-12-15,10136,254,12922,1547985217,3445,0,6961,2957,175,43
Company_G,2025-12-22,11484,277,14407,1722525995,3865,0,8018,3110,297,59
Company_G,2025-12-29,8889,197,11152,1283383120,2796,0,7174,1463,193,59
Company_J,2024-01-01,14617,190,20880,1986595953,4348,0,9343,5135,0,139
Company_J,2024-01-08,10855,123,15083,1454065655,3006,0,7238,3502,0,115
Company_J,2024-01-15,10996,128,14903,1414834570,3548,0,7078,3824,0,94
Company_J,2024-01-22,13902,180,19420,1883356184,4386,0,8529,5271,0,102
Company_J,2024-01-29,17353,193,24042,2411413840,4811,0,10947,6291,0,115
Company_J,2024-02-05,11049,105,14746,1504917976,3401,0,7028,3903,0,118
Company_J,2024-02-12,9687,94,12905,1343224665,3275,0,6088,3529,0,70
Company_J,2024-02-19,9365,102,12762,1354133005,2700,0,6155,3145,0,65
Company_J,2024-02-26,14271,164,19038,2005935526,3567,0,9641,4543,0,87
Company_J,2024-03-04,12392,162,16676,1750795087,3471,0,7588,4717,0,87
Company_J,2024-03-11,19763,279,26779,2812408785,6525,0,12171,7454,0,138
Company_J,2024-03-18,26686,497,35292,3816965103,8917,0,17449,9094,0,143
Company_J,2024-03-25,42677,826,54915,6086367646,14267,0,27337,15166,0,174
Company_J,2024-04-01,30876,688,39269,4390445871,10265,0,19853,10854,0,169
Company_J,2024-04-08,9022,304,12207,1393370430,3150,0,4647,4297,0,78
Company_J,2024-04-15,9860,207,13286,1521920645,2863,0,6057,3696,0,107
Company_J,2024-04-22,9467,190,13062,1489502616,2588,0,5912,3480,0,75
Company_J,2024-04-29,11340,189,15115,1747471599,2847,0,7347,3926,0,67
Company_J,2024-05-06,8902,148,12408,1367291428,2303,0,5308,3498,0,96
Company_J,2024-05-13,7876,181,11197,1242424949,2209,0,4150,3665,0,61
Company_J,2024-05-20,9435,201,13516,1481494803,2576,0,5411,3962,0,62
Company_J,2024-05-27,9674,199,13569,1479446613,2585,0,5416,4192,0,66
Company_J,2024-06-03,12564,240,17451,1893183295,2954,0,7926,4570,0,68
Company_J,2024-06-10,8437,196,12132,1338428148,2265,0,4782,3567,0,88
Company_J,2024-06-17,7754,146,10996,1209947675,2192,0,4544,3141,0,69
Company_J,2024-06-24,10223,189,14594,1555906817,2587,0,6065,4096,0,62
Company_J,2024-07-01,8497,204,12705,1404268534,2010,0,4141,4283,0,73
Company_J,2024-07-08,6767,132,9733,1026077032,1645,0,4140,2571,0,56
Company_J,2024-07-15,7625,111,10680,1091904551,2016,0,4705,2861,0,59
Company_J,2024-07-22,8998,136,12464,1303140957,2185,0,5738,3201,0,59
Company_J,2024-07-29,10879,220,14756,1554895207,2864,0,6376,4436,0,67
Company_J,2024-08-05,13987,213,18982,2012663000,3352,0,9080,4832,0,75
Company_J,2024-08-12,11214,216,15872,1638831239,2953,0,6853,4262,0,99
Company_J,2024-08-19,12709,221,17918,1769440706,3277,0,7975,4667,0,67
Company_J,2024-08-26,17399,281,24083,2443200132,4318,0,10915,6400,0,84
Company_J,2024-09-02,18952,307,26194,2665116138,4578,0,12052,6819,0,81
Company_J,2024-09-09,18549,278,25574,2519038774,4280,0,12844,5624,0,81
Company_J,2024-09-16,11918,173,16642,1630356245,2999,0,7814,4005,0,99
Company_J,2024-09-23,14393,178,19744,1971596305,3387,0,9718,4607,0,68
Company_J,2024-09-30,12655,197,17127,1849198680,3015,0,7888,4687,0,80
Company_J,2024-10-07,14257,169,19425,2072299468,3005,0,10175,4012,0,70
Company_J,2024-10-14,9140,93,12828,1420141905,2152,0,6211,2855,0,74
Company_J,2024-10-21,10399,127,14109,1574004098,2425,0,7104,3246,0,49
Company_J,2024-10-28,10452,191,14335,1667254984,2451,0,6669,3727,0,56
Company_J,2024-11-04,12357,345,16918,2000388336,2852,0,7747,4552,0,58
Company_J,2024-11-11,12349,256,16503,1879589432,2618,0,8540,3741,0,68
Company_J,2024-11-18,10111,203,13935,1573589161,2458,0,6935,3110,0,66
Company_J,2024-11-25,13762,332,18648,2106771384,3092,0,9586,4108,0,68
Company_J,2024-12-02,13987,401,19047,2116437460,3213,0,9858,4077,0,52
Company_J,2024-12-09,18927,503,25493,2822513284,4109,0,14119,4741,0,67
Company_J,2024-12-16,11525,326,15560,1692409785,2729,0,8238,3230,0,57
Company_J,2024-12-23,10615,384,14344,1649263447,2387,0,7227,3319,0,69
Company_J,2024-12-30,10272,389,14045,1639008350,2279,0,6684,3537,0,51
Company_J,2025-01-06,8433,258,11824,1378310213,1865,0,5648,2741,0,44
Company_J,2025-01-13,9152,326,12571,1512165388,2084,0,5704,3398,0,50
Company_J,2025-01-20,10594,344,14608,1745494899,2341,0,6955,3587,0,52
Company_J,2025-01-27,12249,399,16319,1864046165,3019,0,8156,4054,0,39
Company_J,2025-02-03,9516,399,13063,1508580882,2419,0,5577,3869,0,70
Company_J,2025-02-10,9350,348,12559,1453492598,2364,0,5837,3450,0,63
Company_J,2025-02-17,7590,278,10485,1228662334,2121,0,4601,2914,0,75
Company_J,2025-02-24,15327,501,20813,2411960063,3793,0,10392,4863,0,72
Company_J,2025-03-03,21905,757,29573,3468646154,6017,0,13969,7848,0,88
Company_J,2025-03-10,27120,1027,36414,4330765185,8633,0,15736,11289,0,95
Company_J,2025-03-17,33625,1362,44123,5356357873,10901,0,18468,15043,0,114
Company_J,2025-03-24,13778,570,18334,2165632874,3849,0,8317,5391,0,70
Company_J,2025-03-31,8524,286,11500,1390815060,2320,0,5204,3288,0,32
Company_J,2025-04-07,7154,197,9665,1154012941,1934,0,4433,2674,0,47
Company_J,2025-04-14,6614,174,8728,1061306738,1619,0,4370,2200,0,44
Company_J,2025-04-21,7310,272,9717,1206575372,1737,0,4549,2731,0,30
Company_J,2025-04-28,8926,392,11824,1525179549,2399,0,4200,4690,0,36
Company_J,2025-05-05,7597,328,10413,1328791191,1830,0,4194,3360,0,43
Company_J,2025-05-12,6524,290,8950,1161286187,1775,0,3388,3079,0,57
Company_J,2025-05-19,7972,376,10824,1446377148,2225,0,3924,4015,0,33
Company_J,2025-05-26,10543,537,14278,1912827539,3361,0,4644,5855,0,44
Company_J,2025-06-02,12480,581,17035,2240451623,3619,0,5870,6549,0,61
Company_J,2025-06-09,11552,613,15681,2102466865,3461,0,5194,6303,0,55
Company_J,2025-06-16,10261,477,13870,1816054339,2923,0,5464,4758,0,39
Company_J,2025-06-23,12871,608,17762,2231647660,3443,0,7325,5508,0,38
Company_J,2025-06-30,12794,600,17724,2328786655,3506,0,6549,6204,0,41
Company_J,2025-07-07,11622,530,16254,2158275494,3272,0,6048,5523,0,51
Company_J,2025-07-14,10350,598,13938,1792938103,3169,0,4940,5369,0,41
Company_J,2025-07-21,10944,540,14812,1947487001,3238,0,5615,5273,0,56
Company_J,2025-07-28,11223,630,15392,2029132105,3179,0,5616,5562,0,45
Company_J,2025-08-04,13194,615,18030,2284290043,3395,0,7267,5874,0,53
Company_J,2025-08-11,10133,446,13870,1922952717,3271,0,3786,6305,0,42
Company_J,2025-08-18,10708,431,14742,2177977612,3721,0,3465,7200,0,43
Company_J,2025-08-25,15614,436,20871,3172489508,4870,0,4633,10938,0,43
Company_J,2025-09-01,12504,548,16611,2476041622,4162,0,3898,8562,0,44
Company_J,2025-09-08,13520,458,18177,2646297795,4335,0,4968,8517,0,35
Company_J,2025-09-15,11206,333,15028,2210999670,3780,0,3588,7571,0,47
Company_J,2025-09-22,14900,358,19875,2879108051,4728,0,6134,8743,0,23
Company_J,2025-09-29,9834,395,13401,1910573936,2860,0,4168,5645,0,21
Company_J,2025-10-06,9803,455,13400,1875823678,2491,0,5417,4344,0,42
Company_J,2025-10-13,6217,382,8659,1204286946,1830,0,3022,3152,0,43
Company_J,2025-10-20,10278,357,14041,1820903423,3167,0,5199,5050,0,29
Company_J,2025-10-27,11757,469,15870,2140784439,3948,0,4015,7714,0,28
Company_J,2025-11-03,10828,432,14959,1970073350,3382,0,4285,6518,0,25
Company_J,2025-11-10,13002,448,18619,2446264100,3706,0,6342,6620,0,40
Company_J,2025-11-17,10417,362,14785,1971885304,3696,0,4376,6000,0,41
Company_J,2025-11-24,12645,412,17534,2262230861,3597,0,6486,6128,0,31
Company_J,2025-12-01,12664,732,17801,2353320756,3695,0,5670,6941,0,53
Company_J,2025-12-08,19802,867,28806,3703295576,5556,0,9708,10045,0,49
Company_J,2025-12-15,11909,475,17120,2252816711,3949,0,4788,7084,0,37
Company_J,2025-12-22,12708,509,17835,2323247323,4202,0,5303,7350,0,55
Company_J,2025-12-29,7280,280,10278,1303678060,2285,0,3549,3718,0,13
Company_A,2024-01-01,45767,1679,49063,4037641575,34287,0,20675,18754,6338,0
Company_A,2024-01-08,35148,1186,37532,3130591007,26232,0,14791,16164,4193,0
Company_A,2024-01-15,32654,1072,34861,2883359727,24457,0,13469,15452,3733,0
Company_A,2024-01-22,36666,1286,39337,3236521842,26900,0,15269,17243,4154,0
Company_A,2024-01-29,49011,1331,52071,4267515805,34940,0,22080,21317,5614,0
Company_A,2024-02-05,39999,888,42470,3493533927,29538,0,16213,18891,4895,0
Company_A,2024-02-12,36105,802,38265,3160174999,27660,0,14988,17175,3942,0
Company_A,2024-02-19,32214,1046,34480,2874348149,23419,0,13428,15308,3478,0
Company_A,2024-02-26,40940,1225,43896,3688251087,28540,0,17143,19626,4171,0
Company_A,2024-03-04,30212,850,32835,2765126400,20937,0,11573,14808,3831,0
Company_A,2024-03-11,25580,688,27819,2409562912,17616,0,10316,12450,2814,0
Company_A,2024-03-18,30666,1107,33216,2919025815,21959,0,11940,15293,3433,0
Company_A,2024-03-25,53285,2232,57194,5170145659,38534,0,18690,28785,5810,0
Company_A,2024-04-01,52473,2601,56121,5066649688,37067,0,21472,25895,5106,0
Company_A,2024-04-08,51266,2329,54879,4518595116,41972,0,24408,20963,5895,0
Company_A,2024-04-15,50049,1542,54968,4544325841,39306,0,25390,18647,6012,0
Company_A,2024-04-22,35451,1337,38852,3513423666,26572,0,15606,14838,5007,0
Company_A,2024-04-29,39649,1592,43251,3989034757,28418,0,16457,17856,5336,0
Company_A,2024-05-06,33629,1458,36204,3371338082,24312,0,13416,15888,4325,0
Company_A,2024-05-13,31397,1444,33728,3220768123,22851,0,12700,16039,2658,0
Company_A,2024-05-20,28092,1119,30493,2850178548,19751,0,12402,12571,3119,0
Company_A,2024-05-27,34651,1443,37260,3527177107,24048,0,14737,15753,4161,0
Company_A,2024-06-03,46801,1947,50851,4734875204,33208,0,19016,21906,5879,0
Company_A,2024-06-10,41578,2165,44966,4363157580,31230,0,14723,22855,4000,0
Company_A,2024-06-17,37505,1875,40614,3878096861,28891,0,13625,20736,3144,0
Company_A,2024-06-24,55714,2422,60831,5654893965,42250,0,21138,29106,5470,0
Company_A,2024-07-01,88647,3976,97082,8984393436,67122,0,35661,44967,8019,0
Company_A,2024-07-08,85874,3622,93343,8515693460,67246,0,33090,41806,10978,0
Company_A,2024-07-15,58465,3123,64109,6047839916,45498,0,18850,34519,5096,0
Company_A,2024-07-22,72278,3874,80561,7561065078,54429,0,21844,44784,5650,0
Company_A,2024-07-29,79113,4377,86487,8374104285,58203,0,24263,49148,5702,0
Company_A,2024-08-05,96834,5184,107267,9850319423,70419,0,34183,52699,9952,0
Company_A,2024-08-12,51642,2566,57095,5422797386,37542,0,19745,25305,6592,0
Company_A,2024-08-19,55390,3008,60197,5700344149,40369,0,21132,29750,4508,0
Company_A,2024-08-26,59683,3806,65044,6217604868,43721,0,18095,37429,4159,0
Company_A,2024-09-02,66074,3536,72213,6695194274,44752,0,22608,39594,3872,0
Company_A,2024-09-09,62833,3067,67242,6612157952,44994,0,18293,39650,4890,0
Company_A,2024-09-16,50878,2653,54542,5455385660,37757,0,12325,35769,2784,0
Company_A,2024-09-23,66378,3962,75370,6993887438,48534,0,15133,48117,3128,0
Company_A,2024-09-30,72349,3900,77728,7866942755,52073,0,14253,54896,3200,0
Company_A,2024-10-07,75529,3712,83216,8167606886,54290,0,17568,51675,6285,1
Company_A,2024-10-14,63111,3299,66862,6865999387,46772,0,12557,45537,5017,0
Company_A,2024-10-21,66660,3569,71177,7302176327,48561,0,14077,47509,5074,0
Company_A,2024-10-28,59412,3444,63657,6699474805,42095,0,15935,39883,3594,0
Company_A,2024-11-04,59250,4498,62826,7056369327,41816,0,14159,41341,3750,0
Company_A,2024-11-11,49961,3102,53866,5939521981,35290,0,13820,31316,4824,1
Company_A,2024-11-18,40322,2422,43336,4671166920,28107,0,14009,23011,3302,0
Company_A,2024-11-25,46812,3319,50283,5407398351,31292,0,18341,25111,3360,0
Company_A,2024-12-02,50029,4637,53037,5854598094,34299,0,17364,30276,2389,0
Company_A,2024-12-09,59317,5329,64135,6906741581,41026,0,21667,33880,3770,0
Company_A,2024-12-16,37849,3617,40197,4470206404,26774,0,12554,23690,1605,0
Company_A,2024-12-23,45646,4823,48549,5443132952,31876,0,14041,29769,1836,0
Company_A,2024-12-30,45143,3747,47996,5109175902,30765,0,16745,25891,2507,0
Company_A,2025-01-06,33159,2747,36288,3755674032,21824,0,12254,19644,1261,0
Company_A,2025-01-13,30336,2611,32450,3449350742,20754,0,10791,18359,1186,0
Company_A,2025-01-20,31916,2580,34193,3495012249,20929,0,12822,17652,1442,0
Company_A,2025-01-27,38176,2907,40471,4191045438,24330,0,16009,20310,1857,0
Company_A,2025-02-03,34467,2780,36436,3817611876,22908,0,12720,20094,1653,0
Company_A,2025-02-10,31205,2433,32910,3404987766,21177,0,12031,18187,987,0
Company_A,2025-02-17,27010,2177,28651,3005992838,18608,0,9661,16298,1051,0
Company_A,2025-02-24,28390,2122,30736,3312800546,17974,0,10879,16286,1225,0
Company_A,2025-03-03,30737,2494,32802,3689804054,20409,0,10356,19291,1090,0
Company_A,2025-03-10,39862,3391,41674,4870090971,27458,0,10570,28388,904,0
Company_A,2025-03-17,48578,4504,50880,6000227888,35484,0,10023,37281,1274,0
Company_A,2025-03-24,37918,4443,39555,4554645817,28600,0,7419,29836,663,0
Company_A,2025-03-31,57213,5259,60069,6535270686,45055,0,15338,40141,1734,0
Company_A,2025-04-07,47436,4059,50434,5499137989,34698,0,13201,33083,1152,0
Company_A,2025-04-14,37758,3842,39739,4435109639,27932,0,8003,28855,900,0
Company_A,2025-04-21,41577,4309,44123,4902328719,30579,0,8861,31578,1138,0
Company_A,2025-04-28,46055,5003,48569,5441975298,32654,0,10045,34966,1044,0
Company_A,2025-05-05,44664,4462,47506,5273102704,31577,0,11154,32343,1167,0
Company_A,2025-05-12,39727,4291,41733,4695250744,28404,0,9439,29383,905,0
Company_A,2025-05-19,44852,4930,47698,5175553824,32117,0,11361,32555,936,0
Company_A,2025-05-26,49063,5293,51714,5708260643,35223,0,10964,36987,1112,0
Company_A,2025-06-02,52218,5750,55968,6016627501,37424,0,13349,37431,1438,0
Company_A,2025-06-09,43148,4727,45877,4905953130,31678,0,10911,31416,821,0
Company_A,2025-06-16,44330,4552,47471,5128458006,32979,0,12708,30665,957,0
Company_A,2025-06-23,53833,5660,58326,6253488765,38576,0,18346,34212,1275,0
Company_A,2025-06-30,78590,6486,84777,8923192073,57315,0,28789,47806,1995,0
Company_A,2025-07-07,93961,7543,100675,10766335474,69806,0,33433,57629,2899,0
Company_A,2025-07-14,52808,5420,56455,6219837853,38786,0,15930,35472,1406,0
Company_A,2025-07-21,48420,5507,52364,5757335718,35071,0,13953,33156,1311,0
Company_A,2025-07-28,58280,6685,62654,6942061761,41077,0,17072,40057,1151,0
Company_A,2025-08-04,77298,7956,84482,8426870374,53130,0,24298,51097,1903,0
Company_A,2025-08-11,64715,5294,71492,7384886659,45751,0,18066,45350,1299,0
Company_A,2025-08-18,77831,6370,81407,9020657829,58390,0,15594,61135,1102,0
Company_A,2025-08-25,80691,4905,84308,9619599471,58137,0,13487,66024,1180,0
Company_A,2025-09-01,52405,4185,54618,6575433776,36594,0,10816,40744,845,0
Company_A,2025-09-08,66604,4231,69219,8302150513,47967,0,13990,51314,1300,0
Company_A,2025-09-15,66239,4192,68785,7849447006,48523,0,11151,54300,788,0
Company_A,2025-09-22,90134,3907,94688,10314563466,65305,0,20214,68573,1347,0
Company_A,2025-09-29,55082,4747,57746,6326793334,37419,0,12914,41464,704,0
Company_A,2025-10-06,47736,5018,50602,5286073444,32542,0,14552,32350,834,0
Company_A,2025-10-13,35220,4357,37227,3896743093,25098,0,9675,24917,628,0
Company_A,2025-10-20,43678,4383,46179,4910282100,31548,0,9451,33427,800,0
Company_A,2025-10-27,66385,5413,69171,7631771296,47515,0,10432,55188,765,0
Company_A,2025-11-03,86312,7776,90121,9450436298,63503,0,13581,72084,647,0
Company_A,2025-11-10,96709,7039,100987,10643143879,69870,0,16474,78899,1336,0
Company_A,2025-11-17,68244,4912,71563,7525887436,49833,0,13183,54367,694,0
Company_A,2025-11-24,69840,6041,73836,7870296093,50179,0,13899,54933,1008,0
Company_A,2025-12-01,102087,14411,107984,11518615905,73770,0,16119,85134,834,0
Company_A,2025-12-08,128450,15767,133759,14863651084,93265,0,20694,106269,1487,0
Company_A,2025-12-15,85553,7773,89236,10242467136,64463,0,8198,76781,574,0
Company_A,2025-12-22,82625,6691,85874,9508512409,62233,0,9997,72098,530,0
Company_A,2025-12-29,44764,3851,46716,5025329420,33745,0,6709,37732,323,0
Company_D,2024-01-01,30021,454,40527,2662149035,18621,0,21316,4179,4519,7
Company_D,2024-01-08,28098,456,38875,2468668908,17812,0,18009,6191,3896,2
Company_D,2024-01-15,23638,278,33303,2112135627,14652,0,15787,4077,3771,3
Company_D,2024-01-22,26154,392,35931,2300056454,16293,0,17615,4944,3585,10
Company_D,2024-01-29,31405,295,41513,2643430524,18924,0,22647,4304,4449,5
Company_D,2024-02-05,27520,384,36739,2341072671,17782,0,18543,5114,3855,8
Company_D,2024-02-12,28516,366,37756,2397828238,18931,0,19577,5135,3798,6
Company_D,2024-02-19,28782,365,38896,2404303278,18229,0,20580,4437,3758,7
Company_D,2024-02-26,31888,403,41671,2534584749,20052,0,22744,4949,4156,39
Company_D,2024-03-04,27342,350,37517,2366250844,17387,0,17888,4727,4709,18
Company_D,2024-03-11,28017,350,37023,2395424717,17601,0,19853,4793,3356,15
Company_D,2024-03-18,32125,697,40578,2621921151,20697,0,21004,6790,4310,21
Company_D,2024-03-25,35688,664,42917,2853530695,22861,0,24019,5545,6099,25
Company_D,2024-04-01,25835,427,29974,2013994030,16386,0,17624,3346,4854,11
Company_D,2024-04-08,17507,535,21112,1402257268,12728,0,9721,4812,2973,1
Company_D,2024-04-15,27731,810,37601,2480218013,19241,0,16759,7001,3853,118
Company_D,2024-04-22,25569,674,34000,2191875323,16902,0,16060,5641,3858,10
Company_D,2024-04-29,30336,937,39943,2604649729,20370,0,16529,9807,3984,16
Company_D,2024-05-06,23819,576,32002,2177879839,15199,0,14809,5492,3501,17
Company_D,2024-05-13,24938,656,34064,2303326084,16234,0,15808,6267,2844,19
Company_D,2024-05-20,24884,658,32867,2183296914,15978,0,16323,5569,2974,18
Company_D,2024-05-27,24049,620,31698,2184101573,15167,0,15342,5230,3462,15
Company_D,2024-06-03,33104,503,43937,3026359182,20576,0,22773,5158,5147,26
Company_D,2024-06-10,27166,690,36032,2451355326,18305,0,15964,7103,4072,27
Company_D,2024-06-17,25614,629,33153,2261076326,17458,0,15106,6476,4018,14
Company_D,2024-06-24,30456,509,39886,2672389954,20459,0,19254,6246,4935,21
Company_D,2024-07-01,38159,858,48154,3259813081,25331,0,23817,7626,6700,16
Company_D,2024-07-08,29680,610,39548,2660051429,20364,0,17657,6111,5901,11
Company_D,2024-07-15,17092,456,22056,1457969576,11852,0,10159,4746,2181,6
Company_D,2024-07-22,17005,361,24752,1481909070,10887,0,11272,3899,1830,4
Company_D,2024-07-29,23440,599,30426,1953568156,15262,0,14665,5942,2829,4
Company_D,2024-08-05,30231,749,39031,2479354614,19511,0,20104,5921,4204,2
Company_D,2024-08-12,22990,500,29463,1927914419,15328,0,15323,4618,3035,14
Company_D,2024-08-19,27830,469,36049,2259709338,18488,0,19935,5139,2743,13
Company_D,2024-08-26,27477,626,34471,2242998256,18441,0,17794,6647,3020,16
Company_D,2024-09-02,34450,698,47392,2629580830,22414,0,23006,8236,3200,8
Company_D,2024-09-09,31780,495,39872,2484788969,21241,0,22076,6116,3578,10
Company_D,2024-09-16,22948,546,28993,1911823476,15796,0,13194,7268,2472,14
Company_D,2024-09-23,25091,642,30502,2041204795,17250,0,14538,7931,2615,7
Company_D,2024-09-30,22263,476,27038,1839183567,14425,0,14384,5341,2527,11
Company_D,2024-10-07,23638,321,28762,1953505110,15455,0,16899,3916,2817,6
Company_D,2024-10-14,20230,255,24992,1687721747,13256,0,13968,3349,2892,21
Company_D,2024-10-21,22921,350,28163,1854269733,14943,0,16119,3836,2945,21
